"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","doc_id"
0.00123400078739337,0.218439052977329,0.000619174304431429,0.00106468522797248,0.000323655658195733,0.000274223002314182,0.656350225293499,0.103006010919696,0.00294492402724201,0.000234123050751957,0.0105737107259405,0.00493621402523486,566
0.00582013716066382,0.18404778756226,0.0413734355042942,0.0706925854088176,0.04019281607452,0.111655511168114,0.0457383742524805,0.00462979909145955,0.00898850393884519,0.0159859844641933,0.41354212977819,0.0573329355961618,1257
0.0454308532977331,0.749360975278706,0.00264822523511616,0.00445861622411697,0.047214954309893,0.00195354996767963,0.0122939763376122,0.00317300726975758,0.116675927213642,0.0087909160954406,0.00382412536235614,0.00417487340794673,3606
0.00120291863989098,0.0128028275401502,0.00142120170652455,0.00922494392944567,0.00126676014234774,0.16866217623505,0.484682344675527,0.303392895720626,0.00235898844639226,0.00259601372669273,0.00491326633809337,0.007475662899259,4958
0.00178232080496179,0.306989978420077,0.00527975608634077,0.00352614468992873,0.00185688935100029,0.00152683670404833,0.434109517109663,0.206205502073898,0.00348278481160225,0.00499018187315165,0.0163354314666757,0.0139146566086527,153
0.0479182748152633,0.0100981829791858,0.0245531051513187,0.182205982020664,0.143441984614866,0.00734233780810906,0.315378160637003,0.0103225915631676,0.102836689951513,0.0561082228524328,0.0892624048034848,0.0105320628029921,3510
0.00222484725098707,0.00498647919583612,0.00230790721188728,0.421188963491908,0.0269951411559554,0.430604555057932,0.0327654492855316,0.00304881610317862,0.00142017093811218,0.0664449407318975,0.00293333475771314,0.00507939481906123,3974
0.00269200694213745,0.209958693839083,0.219491120660557,0.0870510064741972,0.00890732858429711,0.00476718274024147,0.0467171777323011,0.0511672070948728,0.00940380472421613,0.00414628170358434,0.00893944933573922,0.346758740168773,3812
0.00161437986435783,0.871113417470456,0.000581453034885046,0.000866646203892,3.17295121748234e-05,0.000274013264575928,0.0907134888500025,0.00727672907153993,0.01930147055824,0.000354098708077378,0.00184467799102297,0.00602789547077551,5165
0.0371679776243698,0.00322876025699021,0.0165358203963253,0.0898085984186481,0.230622966689512,0.0064927424300322,0.05024412102702,0.00769729443171,0.351270484760204,0.00996803494430394,0.0181035990637961,0.178859599957089,6614
0.0034995369475655,0.502262838972022,0.0138321010679047,0.117892353528849,0.00273213859432287,0.0124700569125109,0.200406385509805,0.0419855531191136,0.00731573549413207,0.00487055441896079,0.00505547719522648,0.0876772682395864,907
0.00363546387503852,0.0159280066573853,0.00645343103196253,0.00957778100289825,0.000958053596979108,0.00468304252926919,0.379800198078502,0.498614058535305,0.008079239035014,0.00123421974310877,0.0636978672401142,0.00733863867442296,6267
0.000440562121581712,0.000154893043356558,0.0012270650915059,0.005830151956702,0.00369133041609992,0.980597776392276,9.35011526839926e-05,0.00080071483751111,0.000367062405304091,0.00545377221679901,0.00107548399547884,0.000267686370699854,2914
0.00620622557663246,0.0108794265395603,0.00976849300974681,0.00492457129271171,0.000788158906436182,0.0018276360656643,0.00365796090541483,0.0393081255390641,0.904928688032182,0.00430155720782149,0.00701578367123457,0.00639337325353114,7684
0.00343752256582229,0.741546810498799,0.00178047792680364,0.00123649013087455,0.000192536543853162,0.000726351589127598,0.0675255431760679,0.00641736872233814,0.17064682223106,0.00176747007641849,0.00312256350833565,0.00160004303049895,7747
0.00196120229494595,0.00366515435091482,0.00422189343606586,0.255447679306119,0.428029378318259,0.00770333387340993,0.214778595127939,0.0033377909520168,0.00174276108271084,0.0659386111956669,0.00443990367906842,0.00873369638288484,1400
